"cowcode","stateabb","statename","ethnicity_relevant","year_from","year_to","group_name","size","status","warid","warid2","groupid","cowgroupid","markertype","serialid"
"200","UK","United Kingdom","Yes","1964","1971","Protestants In N. Ireland","0.01","REGIONAL AUTONOMY",,,"7000","20007000","Ethno-Religious","214"
"200","UK","United Kingdom","Yes","1972","1997","English","0.815","SENIOR PARTNER",,,"1000","20001000","Mixed Category","215"
"200","UK","United Kingdom","Yes","1972","1997","Scots","0.095","JUNIOR PARTNER",,,"2000","20002000","Ethno-Regional","216"
"200","UK","United Kingdom","Yes","1972","1997","Asians","0.028","POWERLESS",,,"3000","20003000","Ethno-Regional","217"
"200","UK","United Kingdom","Yes","1972","1997","Afro-Caribbeans","0.02","POWERLESS",,,"4000","20004000","Ethno-Racial","218"
"200","UK","United Kingdom","Yes","1972","1997","Welsh","0.019","JUNIOR PARTNER",,,"5000","20005000","Ethno-Linguistic","219"
"200","UK","United Kingdom","Yes","1972","1997","Catholics In N. Ireland","0.012","POWERLESS","21900",,"6000","20006000","Ethno-Religious","220"
"200","UK","United Kingdom","Yes","1972","1997","Protestants In N. Ireland","0.01","POWERLESS",,,"7000","20007000","Ethno-Religious","221"
"200","UK","United Kingdom","Yes","1998","2010","English","0.815","SENIOR PARTNER",,,"1000","20001000","Mixed Category","222"
"200","UK","United Kingdom","Yes","1998","2010","Scots","0.095","JUNIOR PARTNER",,,"2000","20002000","Ethno-Regional","223"
"200","UK","United Kingdom","Yes","1998","2010","Asians","0.028","POWERLESS",,,"3000","20003000","Ethno-Regional","224"
"200","UK","United Kingdom","Yes","1998","2010","Afro-Caribbeans","0.02","POWERLESS",,,"4000","20004000","Ethno-Racial","225"
"200","UK","United Kingdom","Yes","1998","2010","Welsh","0.019","JUNIOR PARTNER",,,"5000","20005000","Ethno-Linguistic","226"
"200","UK","United Kingdom","Yes","1998","2010","Catholics In N. Ireland","0.012","REGIONAL AUTONOMY","21900",,"6000","20006000","Ethno-Religious","227"
"200","UK","United Kingdom","Yes","1998","2010","Protestants In N. Ireland","0.01","REGIONAL AUTONOMY",,,"7000","20007000","Ethno-Religious","228"
"205","EI","Ireland","No","1946","2010","",,"",,,,,"","229"
"210","NL","Netherlands","Yes","1946","1956","Dutch","0.94","MONOPOLY",,,"1000","21001000","Mixed Category","230"
"210","NL","Netherlands","Yes","1957","1982","Dutch","0.85","MONOPOLY",,,"1000","21001000","Mixed Category","231"
"210","NL","Netherlands","Yes","1957","1982","Post-Colonial Immigrants","0.1","POWERLESS",,,"2000","21002000","Ethno-Regional","232"
"210","NL","Netherlands","Yes","1983","2010","Dutch","0.85","SENIOR PARTNER",,,"1000","21001000","Mixed Category","233"
"210","NL","Netherlands","Yes","1983","2010","Post-Colonial Immigrants","0.1","JUNIOR PARTNER",,,"2000","21002000","Ethno-Regional","234"
"211","BE","Belgium","Yes","1946","1969","Flemings","0.59","JUNIOR PARTNER",,,"1000","21101000","Ethno-Linguistic","235"
"211","BE","Belgium","Yes","1946","1969","Walloon","0.4","SENIOR PARTNER",,,"2000","21102000","Ethno-Linguistic","236"
"211","BE","Belgium","Yes","1946","1969","Germans","0.01","IRRELEVANT",,,"3000","21103000","Ethno-Linguistic","237"
"211","BE","Belgium","Yes","1970","2010","Flemings","0.59","SENIOR PARTNER",,,"1000","21101000","Ethno-Linguistic","238"
"211","BE","Belgium","Yes","1970","2010","Walloon","0.4","SENIOR PARTNER",,,"2000","21102000","Ethno-Linguistic","239"
"211","BE","Belgium","Yes","1970","2010","Germans","0.01","REGIONAL AUTONOMY",,,"3000","21103000","Ethno-Linguistic","240"
"220","FR","France","Yes","1946","1961","French","0.976","MONOPOLY",,,"1000","22001000","Ethno-Linguistic","241"
"220","FR","France","Yes","1946","1961","Basques","0.013","POWERLESS",,,"2000","22002000","Ethno-Linguistic","242"
"220","FR","France","Yes","1946","1961","Corsicans","0.004","IRRELEVANT",,,"3000","22003000","Ethno-Linguistic","243"
"220","FR","France","Yes","1946","1961","Roma","0.006","DISCRIMINATED",,,"4000","22004000","Ethno-Cultural","244"
"220","FR","France","Yes","1962","1991","French","0.976","MONOPOLY",,,"1000","22001000","Ethno-Linguistic","245"
"220","FR","France","Yes","1962","1991","Basques","0.013","POWERLESS",,,"2000","22002000","Ethno-Linguistic","246"
"220","FR","France","Yes","1962","1991","Corsicans","0.004","POWERLESS",,,"3000","22003000","Ethno-Linguistic","247"
"220","FR","France","Yes","1962","1991","Roma","0.006","DISCRIMINATED",,,"4000","22004000","Ethno-Cultural","248"
"220","FR","France","Yes","1992","2010","French","0.976","MONOPOLY",,,"1000","22001000","Ethno-Linguistic","249"
"220","FR","France","Yes","1992","2010","Basques","0.013","POWERLESS",,,"2000","22002000","Ethno-Linguistic","250"
"220","FR","France","Yes","1992","2010","Corsicans","0.004","REGIONAL AUTONOMY",,,"3000","22003000","Ethno-Linguistic","251"
"220","FR","France","Yes","1992","2010","Roma","0.006","DISCRIMINATED",,,"4000","22004000","Ethno-Cultural","252"
"225","SZ","Switzerland","Yes","1946","2010","Swiss Germans","0.622","SENIOR PARTNER",,,"1000","22501000","Ethno-Linguistic","253"
"225","SZ","Switzerland","Yes","1946","2010","Swiss French","0.164","JUNIOR PARTNER",,,"2000","22502000","Ethno-Linguistic","254"
"225","SZ","Switzerland","Yes","1946","2010","Swiss Italians","0.081","JUNIOR PARTNER",,,"3000","22503000","Ethno-Linguistic","255"
"230","SP","Spain","Yes","1946","1978","Spanish","0.68","MONOPOLY",,,"1000","23001000","Ethno-Linguistic","256"
"230","SP","Spain","Yes","1946","1978","Catalans","0.169","POWERLESS",,,"2000","23002000","Ethno-Linguistic","257"
"230","SP","Spain","Yes","1946","1978","Galicians","0.06","IRRELEVANT",,,"3000","23003000","Ethno-Linguistic","258"
"230","SP","Spain","Yes","1946","1978","Basques","0.054","POWERLESS",,,"4000","23004000","Ethno-Linguistic","259"
"230","SP","Spain","Yes","1946","1978","Roma","0.019","DISCRIMINATED",,,"5000","23005000","Ethno-Cultural","260"
"230","SP","Spain","Yes","1979","2010","Spanish","0.68","MONOPOLY",,,"1000","23001000","Ethno-Linguistic","261"
"230","SP","Spain","Yes","1979","2010","Catalans","0.169","REGIONAL AUTONOMY",,,"2000","23002000","Ethno-Linguistic","262"
"230","SP","Spain","Yes","1979","2010","Galicians","0.06","REGIONAL AUTONOMY",,,"3000","23003000","Ethno-Linguistic","263"
"230","SP","Spain","Yes","1979","2010","Basques","0.054","REGIONAL AUTONOMY","24800",,"4000","23004000","Ethno-Linguistic","264"
"230","SP","Spain","Yes","1979","2010","Roma","0.019","POWERLESS",,,"5000","23005000","Ethno-Cultural","265"
"235","PO","Portugal","No","1946","2010","",,"",,,,,"","266"
"255","GM","Germany","No","1990","2010","",,"",,,,,"","267"
"260","GFR","West Germany","No","1955","1989","",,"",,,,,"","268"
"265","GMY","East Germany","No","1954","1989","",,"",,,,,"","269"
"290","POL","Poland","Yes","1946","1967","Poles___","0.98","DOMINANT",,,"1000","29001000","Ethno-Linguistic","270"
"290","POL","Poland","Yes","1946","1967","Ukrainians___","0.005","DISCRIMINATED",,,"3000","29003000","Ethno-Linguistic","271"
"290","POL","Poland","Yes","1946","1967","Byelorussians___","0.0033","POWERLESS",,,"4000","29004000","Ethno-Linguistic","272"
"290","POL","Poland","Yes","1946","1967","Germans___","0.0017","POWERLESS",,,"2000","29002000","Ethno-Linguistic","273"
"290","POL","Poland","Yes","1946","1967","Roma","0.001","DISCRIMINATED",,,"6000","29006000","Ethno-Cultural","274"
"290","POL","Poland","Yes","1946","1967","European and American Jews","0.001","POWERLESS",,,"5000","29005000","Ethno-Religious","275"
"290","POL","Poland","Yes","1968","1989","Poles___","0.98","DOMINANT",,,"1000","29001000","Ethno-Linguistic","276"
"290","POL","Poland","Yes","1968","1989","Ukrainians___","0.005","DISCRIMINATED",,,"3000","29003000","Ethno-Linguistic","277"
"290","POL","Poland","Yes","1968","1989","Byelorussians___","0.0033","POWERLESS",,,"4000","29004000","Ethno-Linguistic","278"
"290","POL","Poland","Yes","1968","1989","Germans___","0.0017","POWERLESS",,,"2000","29002000","Ethno-Linguistic","279"
"290","POL","Poland","Yes","1968","1989","European and American Jews","0.001","DISCRIMINATED",,,"5000","29005000","Ethno-Religious","280"
"290","POL","Poland","Yes","1968","1989","Roma","0.001","DISCRIMINATED",,,"6000","29006000","Ethno-Cultural","281"
"290","POL","Poland","Yes","1990","2010","Poles___","0.988","MONOPOLY",,,"1000","29001000","Ethno-Linguistic","282"
"290","POL","Poland","Yes","1990","2010","Germans___","0.0083","POWERLESS",,,"2000","29002000","Ethno-Linguistic","283"
"290","POL","Poland","Yes","1990","2010","Byelorussians___","0.002","POWERLESS",,,"4000","29004000","Ethno-Linguistic","284"
"290","POL","Poland","Yes","1990","2010","Ukrainians___","9-04","POWERLESS",,,"3000","29003000","Ethno-Linguistic","285"
"290","POL","Poland","Yes","1990","2010","Roma","3-04","DISCRIMINATED",,,"6000","29006000","Ethno-Cultural","286"
"290","POL","Poland","Yes","1990","2010","European and American Jews","3-04","IRRELEVANT",,,"5000","29005000","Ethno-Religious","287"
"305","AU","Austria","Yes","1955","2010","Austrians","0.93","MONOPOLY",,,"1000","30501000","Ethno-Linguistic","288"
"305","AU","Austria","Yes","1955","2010","Slovenes","0.0022","POWERLESS",,,"2000","30502000","Ethno-Linguistic","289"
"305","AU","Austria","Yes","1955","2010","Croats","0.0024","POWERLESS",,,"3000","30503000","Ethno-Linguistic","290"
"305","AU","Austria","Yes","1955","2010","Hungarians","0.0032","POWERLESS",,,"4000","30504000","Ethno-Linguistic","291"
"310","HUN","Hungary","Yes","1946","1989","Hungarians","0.9","MONOPOLY",,,"1000","31001000","Ethno-Linguistic","292"
"310","HUN","Hungary","Yes","1946","1989","Roma","0.05","DISCRIMINATED",,,"2000","31002000","Ethno-Cultural","293"
"310","HUN","Hungary","Yes","1990","2010","Hungarians","0.9","MONOPOLY",,,"1000","31001000","Ethno-Linguistic","294"
"310","HUN","Hungary","Yes","1990","2010","Roma","0.05","DISCRIMINATED",,,"2000","31002000","Ethno-Cultural","295"
"315","CZE","Czechoslovakia","Yes","1946","1992","Czechs","0.625","SENIOR PARTNER",,,"1000","31501000","Ethno-Linguistic","296"
"315","CZE","Czechoslovakia","Yes","1946","1992","Slovaks","0.308","JUNIOR PARTNER",,,"2000","31502000","Ethno-Linguistic","297"
"315","CZE","Czechoslovakia","Yes","1946","1992","Hungarians","0.041","POWERLESS",,,"3000","31503000","Ethno-Linguistic","298"
"315","CZE","Czechoslovakia","Yes","1946","1992","Roma","0.026","DISCRIMINATED",,,"4000","31504000","Ethno-Cultural","299"
"316","CZR","Czech Republic","Yes","1993","2010","Czechs","0.943","MONOPOLY",,,"1000","31601000","Ethno-Linguistic","300"
"316","CZR","Czech Republic","Yes","1993","2010","Slovaks","0.031","POWERLESS",,,"2000","31602000","Ethno-Linguistic","301"
"316","CZR","Czech Republic","Yes","1993","2010","Roma","0.026","DISCRIMINATED",,,"4000","31604000","Ethno-Cultural","302"
"317","SLO","Slovakia","Yes","1993","1997","Slovaks","0.806","MONOPOLY",,,"1000","31701000","Ethno-Linguistic","303"
"317","SLO","Slovakia","Yes","1993","1997","Hungarians","0.101","REGIONAL AUTONOMY",,,"2000","31702000","Ethno-Linguistic","304"
"317","SLO","Slovakia","Yes","1993","1997","Roma","0.093","DISCRIMINATED",,,"3000","31703000","Ethno-Cultural","305"
"317","SLO","Slovakia","Yes","1998","2005","Slovaks","0.806","SENIOR PARTNER",,,"1000","31701000","Ethno-Linguistic","306"
"317","SLO","Slovakia","Yes","1998","2005","Hungarians","0.101","JUNIOR PARTNER",,,"2000","31702000","Ethno-Linguistic","307"
"317","SLO","Slovakia","Yes","1998","2005","Roma","0.093","DISCRIMINATED",,,"3000","31703000","Ethno-Cultural","308"
"317","SLO","Slovakia","Yes","2006","2010","Slovaks","0.806","MONOPOLY",,,"1000","31701000","Ethno-Linguistic","309"
"317","SLO","Slovakia","Yes","2006","2010","Hungarians","0.101","REGIONAL AUTONOMY",,,"2000","31702000","Ethno-Linguistic","310"
"317","SLO","Slovakia","Yes","2006","2010","Roma","0.093","DISCRIMINATED",,,"3000","31703000","Ethno-Cultural","311"
"325","IT","Italy","Yes","1946","1971","Italians","0.99","MONOPOLY",,,"1000","32501000","Ethno-Linguistic","312"
"325","IT","Italy","Yes","1946","1971","Germans","0.0038","POWERLESS",,,"2000","32502000","Ethno-Linguistic","313"
"325","IT","Italy","Yes","1946","1971","Slovenes","0.0017","POWERLESS",,,"3000","32503000","Ethno-Linguistic","314"
"325","IT","Italy","Yes","1972","2010","Italians","0.99","MONOPOLY",,,"1000","32501000","Ethno-Linguistic","315"
"325","IT","Italy","Yes","1972","2010","Germans","0.0038","REGIONAL AUTONOMY",,,"2000","32502000","Ethno-Linguistic","316"
"325","IT","Italy","Yes","1972","2010","Slovenes","0.0017","POWERLESS",,,"3000","32503000","Ethno-Linguistic","317"
"339","ALB","Albania","Yes","1946","1989","Albanians","0.95","MONOPOLY",,,"1000","33901000","Ethno-Linguistic","318"
"339","ALB","Albania","Yes","1946","1989","Greeks","0.03","IRRELEVANT",,,"2000","33902000","Ethno-Linguistic","319"
"339","ALB","Albania","Yes","1946","1989","Macedonians","0.01","IRRELEVANT",,,"3000","33903000","Ethno-Linguistic","320"
"339","ALB","Albania","Yes","1990","2010","Albanians","0.95","MONOPOLY",,,"1000","33901000","Ethno-Linguistic","321"
"339","ALB","Albania","Yes","1990","2010","Greeks","0.03","POWERLESS",,,"2000","33902000","Ethno-Linguistic","322"
"339","ALB","Albania","Yes","1990","2010","Macedonians","0.01","POWERLESS",,,"3000","33903000","Ethno-Linguistic","323"
"341","MNG","Montenegro","Yes","2006","2010","Montenegrins","0.43","SENIOR PARTNER",,,"1000","34101000","Ethno-Regional","324"
"341","MNG","Montenegro","Yes","2006","2010","Serbs","0.32","JUNIOR PARTNER",,,"2000","34102000","Ethno-Regional","325"
"341","MNG","Montenegro","Yes","2006","2010","Bosniaks/Muslims","0.12","JUNIOR PARTNER",,,"3000","34103000","Ethno-Religious","326"
"341","MNG","Montenegro","Yes","2006","2010","Albanians","0.05","POWERLESS",,,"4000","34104000","Ethno-Linguistic","327"
"341","MNG","Montenegro","Yes","2006","2010","Croats","0.01","JUNIOR PARTNER",,,"5000","34105000","Ethno-Religious","328"
"341","MNG","Montenegro","Yes","2006","2010","Roma","0.0042","DISCRIMINATED",,,"6000","34106000","Ethno-Cultural","329"
"343","MAC","Macedonia","Yes","1993","2010","Macedonians","0.66","SENIOR PARTNER",,,"1000","34301000","Mixed Category","330"
"343","MAC","Macedonia","Yes","1993","2010","Albanians","0.23","JUNIOR PARTNER","32600",,"2000","34302000","Ethno-Linguistic","331"
"343","MAC","Macedonia","Yes","1993","2010","Turks","0.02","POWERLESS",,,"5000","34305000","Mixed Category","332"
"343","MAC","Macedonia","Yes","1993","2010","Roma","0.02","POWERLESS",,,"3000","34303000","Ethno-Cultural","333"
"343","MAC","Macedonia","Yes","1993","2010","Serbs","0.02","POWERLESS",,,"4000","34304000","Mixed Category","334"
"344","CRO","Croatia","Yes","1992","1993","Croats","0.781","MONOPOLY",,,"1000","34401000","Mixed Category","335"
"344","CRO","Croatia","Yes","1992","1993","Serbs","0.122","DISCRIMINATED","29700",,"2000","34402000","Ethno-Religious","336"
"344","CRO","Croatia","Yes","1992","1993","Bosniaks","0.0047","POWERLESS",,,"3000","34403000","Ethno-Religious","337"
"344","CRO","Croatia","Yes","1992","1993","Italians","0.0044","POWERLESS",,,"4000","34404000","Ethno-Linguistic","338"
"344","CRO","Croatia","Yes","1992","1993","Roma","0.0077","DISCRIMINATED",,,"5000","34405000","Ethno-Cultural","339"
"344","CRO","Croatia","Yes","1994","2007","Croats","0.896","DOMINANT",,,"1000","34401000","Ethno-Religious","340"
"344","CRO","Croatia","Yes","1994","2007","Serbs","0.045","DISCRIMINATED","29700",,"2000","34402000","Ethno-Religious","341"
"344","CRO","Croatia","Yes","1994","2007","Bosniaks","0.0047","POWERLESS",,,"3000","34403000","Ethno-Religious","342"
"344","CRO","Croatia","Yes","1994","2007","Italians","0.0044","POWERLESS",,,"4000","34404000","Ethno-Linguistic","343"
"344","CRO","Croatia","Yes","1994","2007","Roma","0.0077","DISCRIMINATED",,,"5000","34405000","Ethno-Cultural","344"
"344","CRO","Croatia","Yes","2008","2010","Croats","0.896","SENIOR PARTNER",,,"1000","34401000","Ethno-Religious","345"
"344","CRO","Croatia","Yes","2008","2010","Serbs","0.045","JUNIOR PARTNER",,,"2000","34402000","Ethno-Religious","346"
"344","CRO","Croatia","Yes","2008","2010","Bosniaks","0.0047","POWERLESS",,,"3000","34403000","Ethno-Religious","347"
"344","CRO","Croatia","Yes","2008","2010","Italians","0.0044","POWERLESS",,,"4000","34404000","Ethno-Linguistic","348"
"344","CRO","Croatia","Yes","2008","2010","Roma","0.0077","DISCRIMINATED",,,"5000","34405000","Ethno-Cultural","349"
"345","YUG","Yugoslavia","Yes","1946","1965","Serbs","0.36","SENIOR PARTNER",,,"1000","34501000","Ethno-Religious","350"
"345","YUG","Yugoslavia","Yes","1946","1965","Croats","0.2","JUNIOR PARTNER",,,"2000","34502000","Ethno-Religious","351"
"345","YUG","Yugoslavia","Yes","1946","1965","Bosniaks/Muslims","0.1","REGIONAL AUTONOMY",,,"4000","34504000","Ethno-Religious","352"
"345","YUG","Yugoslavia","Yes","1946","1965","Albanians","0.09","DISCRIMINATED",,,"6000","34506000","Ethno-Linguistic","353"
"345","YUG","Yugoslavia","Yes","1946","1965","Slovenes","0.08","JUNIOR PARTNER",,,"7000","34507000","Ethno-Linguistic","354"
"345","YUG","Yugoslavia","Yes","1946","1965","Macedonians","0.06","JUNIOR PARTNER",,,"8000","34508000","Mixed Category","355"
"345","YUG","Yugoslavia","Yes","1946","1965","Montenegrins","0.02","JUNIOR PARTNER",,,"9000","34509000","Ethno-Regional","356"
"345","YUG","Yugoslavia","Yes","1946","1965","Hungarians","0.02","POWERLESS",,,"11000","34511000","Ethno-Linguistic","357"
"345","YUG","Yugoslavia","Yes","1966","1986","Serbs","0.36","SENIOR PARTNER",,,"1000","34501000","Ethno-Religious","358"
"345","YUG","Yugoslavia","Yes","1966","1986","Croats","0.2","SENIOR PARTNER",,,"2000","34502000","Ethno-Religious","359"
"345","YUG","Yugoslavia","Yes","1966","1986","Bosniaks/Muslims","0.1","SENIOR PARTNER",,,"4000","34504000","Ethno-Religious","360"
"345","YUG","Yugoslavia","Yes","1966","1986","Albanians","0.09","JUNIOR PARTNER",,,"6000","34506000","Ethno-Linguistic","361"
"345","YUG","Yugoslavia","Yes","1966","1986","Slovenes","0.08","SENIOR PARTNER",,,"7000","34507000","Ethno-Linguistic","362"
"345","YUG","Yugoslavia","Yes","1966","1986","Macedonians","0.06","SENIOR PARTNER",,,"8000","34508000","Mixed Category","363"
"345","YUG","Yugoslavia","Yes","1966","1986","Hungarians","0.02","REGIONAL AUTONOMY",,,"11000","34511000","Ethno-Linguistic","364"
"345","YUG","Yugoslavia","Yes","1966","1986","Montenegrins","0.02","SENIOR PARTNER",,,"9000","34509000","Ethno-Regional","365"
"345","YUG","Yugoslavia","Yes","1987","1991","Serbs","0.36","SENIOR PARTNER",,,"1000","34501000","Ethno-Religious","366"
"345","YUG","Yugoslavia","Yes","1987","1991","Croats","0.2","SENIOR PARTNER","29200",,"2000","34502000","Ethno-Religious","367"
"345","YUG","Yugoslavia","Yes","1987","1991","Bosniaks/Muslims","0.1","SENIOR PARTNER",,,"4000","34504000","Ethno-Religious","368"
"345","YUG","Yugoslavia","Yes","1987","1991","Albanians","0.09","DISCRIMINATED",,,"6000","34506000","Ethno-Linguistic","369"
"345","YUG","Yugoslavia","Yes","1987","1991","Slovenes","0.08","SENIOR PARTNER","29100",,"7000","34507000","Ethno-Linguistic","370"
